,aX,aY,aZ,gX,gY,gZ
12170,-8.792,-0.532,-0.158,-0.02,-1.021,-0.63
12171,-8.729,-0.551,-0.182,-0.039,-0.891,-0.659
12172,-8.734,-0.57,-0.201,-0.056,-0.78,-0.679
12173,-8.768,-0.589,-0.211,-0.074,-0.66,-0.697
12174,-8.882,-0.622,-0.23,-0.098,-0.493,-0.716
12175,-9.017,-0.642,-0.254,-0.116,-0.367,-0.727
12176,-9.251,-0.675,-0.244,-0.141,-0.205,-0.738
12177,-9.467,-0.699,-0.235,-0.159,-0.094,-0.742
12178,-9.697,-0.718,-0.263,-0.177,0.007,-0.744
12179,-10.017,-0.757,-0.335,-0.199,0.127,-0.742
12180,-10.262,-0.785,-0.364,-0.216,0.201,-0.738
12181,-10.611,-0.824,-0.397,-0.239,0.276,-0.728
12182,-11.688,-0.962,-0.589,-0.318,0.309,-0.673
12183,-11.957,-1.006,-0.613,-0.341,0.255,-0.651
12184,-12.143,-1.03,-0.632,-0.358,0.195,-0.635
12185,-12.287,-1.053,-0.646,-0.374,0.12,-0.618
12186,-12.45,-1.087,-0.661,-0.393,0.001,-0.595
12187,-12.541,-1.111,-0.675,-0.406,-0.101,-0.578
12188,-12.594,-1.149,-0.661,-0.422,-0.247,-0.559
12189,-12.608,-1.178,-0.632,-0.432,-0.361,-0.546
12190,-12.589,-1.192,-0.613,-0.442,-0.476,-0.534
12191,-12.503,-1.207,-0.575,-0.452,-0.625,-0.522
12192,-12.412,-1.221,-0.551,-0.458,-0.731,-0.515
12193,-12.254,-1.235,-0.508,-0.465,-0.858,-0.51
12194,-12.1,-1.25,-0.469,-0.468,-0.94,-0.507
12195,-11.942,-1.274,-0.426,-0.47,-1.01,-0.507
12196,-11.712,-1.298,-0.359,-0.473,-1.081,-0.509
12197,-11.526,-1.322,-0.316,-0.474,-1.118,-0.512
12198,-11.272,-1.341,-0.249,-0.475,-1.144,-0.519
12199,-11.076,-1.365,-0.192,-0.476,-1.146,-0.524
12200,-10.894,-1.384,-0.139,-0.475,-1.135,-0.531
12201,-10.659,-1.408,-0.077,-0.472,-1.1,-0.541
12202,-10.496,-1.422,-0.024,-0.469,-1.059,-0.548
12203,-10.281,-1.46,0.053,-0.461,-0.991,-0.558
12204,-9.749,-1.571,0.254,-0.406,-0.698,-0.575
12205,-9.644,-1.614,0.297,-0.379,-0.598,-0.575
12206,-9.577,-1.642,0.335,-0.357,-0.525,-0.574
12207,-9.529,-1.676,0.369,-0.333,-0.455,-0.57
12208,-9.481,-1.719,0.412,-0.296,-0.368,-0.563
12209,-9.467,-1.743,0.441,-0.265,-0.31,-0.556
12210,-9.467,-1.791,0.493,-0.222,-0.242,-0.546
12211,-9.467,-1.824,0.522,-0.186,-0.2,-0.537
12212,-9.471,-1.858,0.536,-0.149,-0.165,-0.526
12213,-9.491,-1.901,0.536,-0.095,-0.128,-0.511
12214,-9.515,-1.925,0.546,-0.052,-0.108,-0.498
12215,-9.534,-1.954,0.551,-0.008,-0.093,-0.484
12216,-9.567,-1.973,0.522,0.053,-0.079,-0.464
12217,-9.586,-1.992,0.508,0.1,-0.073,-0.449
12218,-9.615,-2.011,0.493,0.163,-0.068,-0.428
12219,-9.639,-2.025,0.474,0.21,-0.067,-0.41
12220,-9.658,-2.04,0.46,0.256,-0.067,-0.394
12221,-9.677,-2.054,0.441,0.315,-0.068,-0.372
12222,-9.687,-2.054,0.421,0.359,-0.067,-0.355
12223,-9.687,-2.059,0.397,0.401,-0.067,-0.338
12224,-9.677,-2.064,0.383,0.456,-0.065,-0.315
12225,-9.673,-2.064,0.369,0.496,-0.062,-0.3
12226,-9.658,-2.059,0.345,0.548,-0.056,-0.278
12227,-9.634,-2.054,0.326,0.586,-0.052,-0.262
12228,-9.62,-2.035,0.297,0.624,-0.046,-0.247
12229,-9.596,-2.006,0.273,0.674,-0.039,-0.227
12230,-9.572,-1.987,0.259,0.71,-0.033,-0.214
12231,-9.553,-1.958,0.244,0.744,-0.028,-0.201
12232,-9.538,-1.911,0.211,0.787,-0.022,-0.185
12233,-9.519,-1.872,0.182,0.817,-0.018,-0.173
12234,-9.481,-1.824,0.139,0.854,-0.014,-0.16
12235,-9.452,-1.786,0.115,0.878,-0.012,-0.15
12236,-9.428,-1.743,0.096,0.899,-0.011,-0.14
12237,-9.395,-1.69,0.062,0.923,-0.011,-0.128
12238,-9.366,-1.638,0.029,0.937,-0.012,-0.121
12239,-9.342,-1.59,0.005,0.947,-0.014,-0.114
12240,-9.304,-1.523,-0.029,0.956,-0.018,-0.105
12241,-9.275,-1.465,-0.048,0.96,-0.023,-0.1
12242,-9.237,-1.384,-0.091,0.96,-0.03,-0.093
12243,-9.213,-1.326,-0.115,0.957,-0.037,-0.089
12244,-9.098,-1.077,-0.211,0.91,-0.075,-0.081
12245,-9.074,-1.03,-0.23,0.893,-0.085,-0.082
12246,-9.055,-0.977,-0.235,0.875,-0.096,-0.085
12247,-9.021,-0.915,-0.254,0.848,-0.112,-0.091
12248,-8.993,-0.862,-0.268,0.823,-0.126,-0.096
12249,-8.954,-0.8,-0.287,0.793,-0.14,-0.102
12250,-8.906,-0.718,-0.321,0.745,-0.158,-0.11
12251,-8.868,-0.661,-0.335,0.704,-0.17,-0.116
12252,-8.811,-0.599,-0.326,0.645,-0.184,-0.123
12253,-8.777,-0.565,-0.316,0.6,-0.195,-0.129
12254,-8.748,-0.551,-0.302,0.557,-0.205,-0.137
12255,-8.705,-0.555,-0.273,0.499,-0.218,-0.149
12256,-8.672,-0.57,-0.249,0.458,-0.228,-0.162
12257,-8.624,-0.589,-0.23,0.405,-0.239,-0.185
12258,-8.595,-0.613,-0.206,0.366,-0.246,-0.204
12259,-8.552,-0.632,-0.187,0.328,-0.252,-0.224
12260,-8.499,-0.656,-0.158,0.279,-0.259,-0.251
12261,-8.461,-0.661,-0.129,0.245,-0.264,-0.272
12262,-8.428,-0.666,-0.101,0.199,-0.269,-0.298
12263,-8.394,-0.68,-0.077,0.167,-0.272,-0.313
12264,-8.361,-0.69,-0.062,0.138,-0.274,-0.328
12265,-8.322,-0.723,-0.038,0.1,-0.275,-0.344
12266,-8.308,-0.747,-0.019,0.074,-0.274,-0.353
12267,-8.284,-0.795,0.01,0.042,-0.272,-0.363
12268,-8.265,-0.824,0.034,0.02,-0.271,-0.369
12269,-8.246,-0.862,0.053,-0.001,-0.267,-0.373
12270,-8.222,-0.91,0.077,-0.027,-0.26,-0.377
12271,-8.203,-0.948,0.086,-0.044,-0.254,-0.377
12272,-8.193,-0.982,0.11,-0.059,-0.247,-0.377
12273,-8.183,-1.039,0.134,-0.077,-0.234,-0.374
12274,-8.183,-1.087,0.153,-0.089,-0.224,-0.371
12275,-8.188,-1.144,0.172,-0.1,-0.209,-0.364
12276,-8.193,-1.188,0.182,-0.106,-0.196,-0.359
12277,-8.203,-1.231,0.187,-0.109,-0.183,-0.353
12278,-8.217,-1.288,0.225,-0.11,-0.166,-0.344
12279,-8.289,-1.451,0.306,-0.079,-0.126,-0.315
12280,-8.308,-1.484,0.326,-0.06,-0.122,-0.307
12281,-8.322,-1.504,0.345,-0.042,-0.121,-0.3
12282,-8.327,-1.537,0.369,-0.014,-0.124,-0.292
12283,-8.322,-1.547,0.393,0.01,-0.13,-0.284
12284,-8.308,-1.561,0.417,0.036,-0.14,-0.276
12285,-8.289,-1.556,0.445,0.075,-0.159,-0.265
12286,-8.26,-1.551,0.474,0.105,-0.178,-0.255
12287,-8.226,-1.542,0.493,0.137,-0.201,-0.245
12288,-8.164,-1.528,0.512,0.182,-0.238,-0.23
12289,-8.107,-1.518,0.512,0.214,-0.268,-0.219
12290,-8.03,-1.499,0.532,0.257,-0.311,-0.204
12291,-7.963,-1.484,0.546,0.289,-0.344,-0.193
12292,-7.896,-1.48,0.551,0.318,-0.376,-0.184
12293,-7.829,-1.47,0.546,0.352,-0.411,-0.174
12294,-7.781,-1.47,0.546,0.372,-0.432,-0.168
12295,-7.743,-1.475,0.541,0.389,-0.444,-0.165
12296,-7.728,-1.484,0.517,0.402,-0.444,-0.162
12297,-7.733,-1.484,0.512,0.406,-0.43,-0.163
12298,-7.757,-1.494,0.517,0.404,-0.392,-0.165
12299,-7.8,-1.489,0.503,0.396,-0.349,-0.167
12300,-7.867,-1.494,0.512,0.384,-0.295,-0.169
12301,-7.987,-1.489,0.522,0.361,-0.208,-0.172
12302,-8.112,-1.484,0.527,0.339,-0.133,-0.171
12303,-8.255,-1.484,0.546,0.315,-0.052,-0.168
12304,-8.471,-1.484,0.565,0.279,0.063,-0.161
12305,-8.662,-1.489,0.584,0.249,0.15,-0.152
12306,-8.863,-1.489,0.599,0.217,0.237,-0.14
12307,-9.151,-1.494,0.627,0.175,0.349,-0.119
12308,-9.371,-1.504,0.651,0.142,0.427,-0.1
12309,-9.663,-1.523,0.651,0.098,0.521,-0.071
12310,-9.883,-1.547,0.651,0.066,0.584,-0.047
12311,-10.104,-1.571,0.656,0.037,0.636,-0.023
12312,-10.367,-1.599,0.661,-0.0,0.688,0.011
12313,-10.544,-1.623,0.661,-0.024,0.713,0.037
12314,-10.707,-1.647,0.67,-0.045,0.721,0.062
12315,-10.884,-1.662,0.675,-0.066,0.708,0.094
12316,-10.985,-1.676,0.68,-0.077,0.679,0.117
12317,-11.052,-1.681,0.694,-0.084,0.633,0.139
12318,-11.09,-1.671,0.713,-0.085,0.546,0.167
12319,-11.085,-1.662,0.747,-0.081,0.463,0.185
12320,-11.052,-1.633,0.785,-0.074,0.367,0.202
12321,-10.956,-1.595,0.819,-0.06,0.224,0.223
12322,-10.846,-1.561,0.838,-0.047,0.11,0.238
12323,-10.664,-1.518,0.867,-0.029,-0.045,0.255
12324,-10.491,-1.484,0.876,-0.015,-0.158,0.266
12325,-9.577,-1.365,1.001,0.023,-0.539,0.292
12326,-9.275,-1.336,1.068,0.028,-0.6,0.291
12327,-9.041,-1.317,1.097,0.03,-0.624,0.287
12328,-8.724,-1.307,1.135,0.031,-0.622,0.279
12329,-8.49,-1.298,1.154,0.03,-0.596,0.271
12330,-8.27,-1.293,1.197,0.029,-0.552,0.261
12331,-8.016,-1.288,1.231,0.026,-0.463,0.246
12332,-7.843,-1.298,1.25,0.023,-0.379,0.233
12333,-7.7,-1.298,1.259,0.019,-0.281,0.222
12334,-7.561,-1.307,1.298,0.014,-0.134,0.206
12335,-7.494,-1.307,1.312,0.01,-0.015,0.195
12336,-7.47,-1.322,1.322,0.005,0.107,0.186
12337,-7.494,-1.346,1.336,-0.001,0.272,0.176
12338,-7.547,-1.365,1.341,-0.004,0.394,0.169
12339,-7.628,-1.389,1.341,-0.008,0.512,0.165
12340,-7.791,-1.413,1.346,-0.013,0.659,0.162
12341,-7.949,-1.437,1.336,-0.016,0.758,0.162
12342,-8.188,-1.46,1.317,-0.019,0.874,0.165
12343,-8.394,-1.484,1.307,-0.021,0.946,0.168
12344,-8.619,-1.504,1.293,-0.023,1.004,0.175
12345,-8.916,-1.523,1.283,-0.024,1.059,0.186
12346,-9.151,-1.532,1.274,-0.025,1.084,0.196
12347,-9.366,-1.542,1.226,-0.025,1.096,0.208
12348,-9.653,-1.561,1.211,-0.026,1.093,0.226
12349,-9.85,-1.571,1.173,-0.027,1.078,0.241
12350,-10.027,-1.58,1.149,-0.027,1.052,0.257
12351,-10.247,-1.604,1.13,-0.029,1.004,0.28
12352,-10.391,-1.618,1.116,-0.032,0.957,0.297
12353,-10.515,-1.633,1.092,-0.035,0.904,0.315
12354,-10.654,-1.647,1.077,-0.038,0.826,0.338
12355,-10.731,-1.657,1.082,-0.042,0.763,0.355
12356,-10.803,-1.671,1.087,-0.046,0.677,0.377
12357,-10.827,-1.686,1.101,-0.05,0.612,0.391
12358,-10.822,-1.7,1.116,-0.052,0.549,0.405
12359,-10.803,-1.714,1.135,-0.056,0.47,0.42
12360,-10.769,-1.714,1.144,-0.058,0.414,0.43
12361,-10.716,-1.714,1.149,-0.06,0.365,0.437
12362,-10.625,-1.724,1.168,-0.061,0.309,0.445
12363,-10.549,-1.729,1.178,-0.062,0.276,0.448
12364,-10.463,-1.729,1.207,-0.062,0.251,0.451
12365,-10.333,-1.729,1.231,-0.062,0.23,0.451
12366,-10.242,-1.729,1.25,-0.061,0.223,0.45
12367,-10.118,-1.709,1.269,-0.06,0.226,0.448
12368,-10.022,-1.705,1.259,-0.06,0.238,0.447
12369,-9.931,-1.695,1.259,-0.058,0.255,0.445
12370,-9.831,-1.676,1.255,-0.056,0.287,0.441
12371,-9.773,-1.662,1.235,-0.055,0.317,0.439
12372,-9.72,-1.657,1.231,-0.053,0.353,0.437
12373,-9.677,-1.642,1.211,-0.05,0.404,0.434
12374,-9.653,-1.618,1.197,-0.048,0.445,0.433
12375,-9.658,-1.604,1.188,-0.047,0.487,0.432
12376,-9.677,-1.585,1.149,-0.045,0.542,0.43
12377,-9.711,-1.571,1.12,-0.045,0.582,0.43
12378,-9.754,-1.551,1.092,-0.046,0.62,0.43
12379,-9.835,-1.528,1.053,-0.05,0.665,0.432
12380,-9.902,-1.508,1.02,-0.054,0.694,0.434
12381,-9.969,-1.489,0.977,-0.058,0.719,0.436
12382,-10.065,-1.47,0.919,-0.067,0.742,0.44
12383,-10.142,-1.441,0.876,-0.075,0.753,0.445
12384,-10.247,-1.408,0.833,-0.086,0.757,0.451
12385,-10.568,-1.312,0.666,-0.135,0.695,0.472
12386,-10.649,-1.288,0.618,-0.154,0.657,0.478
12387,-10.702,-1.259,0.579,-0.169,0.625,0.481
12388,-10.736,-1.231,0.551,-0.185,0.588,0.485
12389,-10.769,-1.202,0.522,-0.207,0.535,0.488
12390,-10.779,-1.164,0.493,-0.223,0.493,0.488
12391,-10.774,-1.135,0.469,-0.239,0.45,0.488
12392,-10.76,-1.101,0.445,-0.261,0.39,0.485
12393,-10.736,-1.063,0.436,-0.278,0.344,0.483
12394,-10.702,-1.02,0.426,-0.294,0.299,0.477
12395,-10.64,-0.972,0.436,-0.316,0.239,0.468
12396,-10.597,-0.929,0.445,-0.333,0.195,0.46
12397,-10.549,-0.886,0.46,-0.348,0.153,0.449
12398,-10.458,-0.843,0.455,-0.37,0.1,0.433
12399,-10.381,-0.804,0.469,-0.384,0.063,0.419
12400,-10.281,-0.757,0.493,-0.405,0.018,0.4
12401,-10.204,-0.723,0.512,-0.42,-0.012,0.384
12402,-10.132,-0.694,0.527,-0.434,-0.038,0.366
12403,-10.032,-0.656,0.551,-0.455,-0.067,0.341
12404,-9.95,-0.637,0.57,-0.47,-0.084,0.322
12405,-9.869,-0.608,0.603,-0.485,-0.096,0.301
12406,-9.768,-0.584,0.642,-0.505,-0.107,0.273
12407,-9.706,-0.575,0.666,-0.52,-0.11,0.252
12408,-9.639,-0.565,0.694,-0.535,-0.11,0.23
12409,-9.548,-0.551,0.723,-0.554,-0.104,0.201
12410,-9.491,-0.551,0.742,-0.568,-0.097,0.179
12411,-9.414,-0.555,0.776,-0.587,-0.085,0.15
12412,-9.366,-0.575,0.804,-0.6,-0.075,0.13
12413,-9.333,-0.584,0.838,-0.612,-0.063,0.11
12414,-9.28,-0.603,0.881,-0.627,-0.046,0.084
12415,-9.242,-0.627,0.91,-0.638,-0.035,0.065
12416,-9.218,-0.651,0.934,-0.646,-0.024,0.047
12417,-9.194,-0.685,0.958,-0.656,-0.012,0.024
12418,-9.179,-0.709,0.986,-0.66,-0.004,0.007
12419,-9.165,-0.742,1.015,-0.666,0.004,-0.012
12420,-9.151,-0.781,1.03,-0.668,0.008,-0.025
12421,-9.146,-0.814,1.049,-0.668,0.011,-0.039
12422,-9.141,-0.871,1.087,-0.664,0.013,-0.054
12423,-9.141,-0.91,1.111,-0.661,0.013,-0.064
12424,-9.136,-0.958,1.13,-0.654,0.012,-0.072
12425,-9.122,-1.02,1.149,-0.643,0.008,-0.082
12426,-9.112,-1.058,1.154,-0.632,0.005,-0.088
12427,-9.103,-1.111,1.188,-0.615,-0.001,-0.094
12428,-9.088,-1.154,1.197,-0.599,-0.006,-0.098
12429,-8.978,-1.326,1.283,-0.495,-0.037,-0.097
12430,-8.954,-1.36,1.312,-0.465,-0.046,-0.094
12431,-8.906,-1.389,1.331,-0.435,-0.055,-0.091
12432,-8.849,-1.422,1.341,-0.391,-0.068,-0.086
12433,-8.811,-1.451,1.336,-0.356,-0.076,-0.081
12434,-8.768,-1.47,1.326,-0.32,-0.085,-0.076
12435,-8.705,-1.494,1.317,-0.271,-0.094,-0.069
12436,-8.657,-1.504,1.317,-0.234,-0.101,-0.064
12437,-8.595,-1.508,1.312,-0.183,-0.106,-0.056
12438,-8.547,-1.513,1.302,-0.145,-0.109,-0.051
12439,-8.499,-1.508,1.307,-0.108,-0.11,-0.045
12440,-8.442,-1.494,1.317,-0.059,-0.108,-0.037
12441,-8.399,-1.484,1.307,-0.023,-0.104,-0.032
12442,-8.346,-1.465,1.288,0.023,-0.096,-0.025
12443,-8.313,-1.451,1.274,0.055,-0.088,-0.019
12444,-8.274,-1.422,1.259,0.086,-0.08,-0.013
12445,-8.236,-1.389,1.231,0.126,-0.067,-0.007
12446,-8.212,-1.36,1.226,0.153,-0.058,-0.002
12447,-8.179,-1.326,1.216,0.178,-0.048,0.003
12448,-8.145,-1.279,1.188,0.209,-0.036,0.009
12449,-8.121,-1.24,1.178,0.231,-0.028,0.012
12450,-8.088,-1.192,1.168,0.255,-0.02,0.016
12451,-8.064,-1.154,1.164,0.271,-0.015,0.018
12452,-8.035,-1.111,1.154,0.285,-0.012,0.019
12453,-8.006,-1.053,1.13,0.3,-0.009,0.02
12454,-7.982,-1.006,1.111,0.308,-0.009,0.02
12455,-7.944,-0.962,1.092,0.315,-0.01,0.019
12456,-7.906,-0.91,1.068,0.321,-0.014,0.015
12457,-7.877,-0.881,1.053,0.322,-0.018,0.012
12458,-7.853,-0.843,1.044,0.322,-0.024,0.009
12459,-7.815,-0.8,1.039,0.321,-0.032,0.003
12460,-7.781,-0.771,1.039,0.319,-0.039,-0.003
12461,-7.743,-0.742,1.03,0.315,-0.047,-0.009
12462,-7.676,-0.699,1.015,0.31,-0.058,-0.019
12463,-7.628,-0.67,1.01,0.306,-0.068,-0.027
12464,-7.551,-0.632,1.006,0.3,-0.082,-0.039
12465,-7.494,-0.608,1.01,0.297,-0.095,-0.048
12466,-7.422,-0.584,1.02,0.295,-0.108,-0.058
12467,-7.326,-0.555,1.03,0.293,-0.128,-0.073
12468,-7.245,-0.536,1.034,0.293,-0.144,-0.085
12469,-7.168,-0.527,1.044,0.294,-0.161,-0.097
12470,-7.063,-0.527,1.058,0.297,-0.183,-0.116
12471,-6.991,-0.527,1.068,0.298,-0.199,-0.131
12472,-6.91,-0.541,1.087,0.301,-0.217,-0.154
12473,-6.852,-0.555,1.092,0.302,-0.226,-0.172
12474,-6.809,-0.579,1.092,0.302,-0.23,-0.191
12475,-6.771,-0.622,1.092,0.298,-0.225,-0.218
12476,-6.924,-0.814,1.077,0.249,-0.088,-0.311
12477,-7.058,-0.891,1.073,0.222,-0.006,-0.337
12478,-7.197,-0.962,1.082,0.199,0.069,-0.355
12479,-7.355,-1.025,1.077,0.174,0.152,-0.37
12480,-7.609,-1.12,1.082,0.137,0.275,-0.385
12481,-7.824,-1.207,1.082,0.109,0.372,-0.392
12482,-8.073,-1.293,1.077,0.081,0.474,-0.396
12483,-8.428,-1.408,1.049,0.043,0.613,-0.395
12484,-8.715,-1.504,1.034,0.016,0.716,-0.388
12485,-9.127,-1.628,1.025,-0.018,0.848,-0.374
12486,-9.448,-1.724,1.034,-0.04,0.939,-0.358
12487,-9.768,-1.829,1.025,-0.06,1.02,-0.338
12488,-10.166,-1.949,1.01,-0.078,1.112,-0.306
12489,-10.458,-2.04,1.006,-0.086,1.167,-0.278
12490,-10.731,-2.14,0.991,-0.088,1.206,-0.247
12491,-11.056,-2.255,0.996,-0.08,1.23,-0.203
12492,-11.267,-2.332,1.01,-0.067,1.223,-0.168
12493,-11.492,-2.433,1.034,-0.035,1.179,-0.121
12494,-11.621,-2.509,1.034,-0.002,1.121,-0.086
12495,-11.717,-2.576,1.039,0.038,1.042,-0.052
12496,-11.789,-2.658,1.063,0.103,0.909,-0.008
12497,-11.803,-2.705,1.068,0.159,0.792,0.023
12498,-11.779,-2.744,1.063,0.222,0.665,0.051
12499,-11.712,-2.777,1.039,0.313,0.486,0.087
12500,-11.626,-2.787,1.025,0.385,0.351,0.111
12501,-11.511,-2.792,0.996,0.459,0.219,0.133
12502,-11.32,-2.772,0.958,0.56,0.056,0.159
12503,-11.147,-2.739,0.919,0.635,-0.053,0.177
12504,-10.965,-2.696,0.886,0.71,-0.148,0.193
12505,-10.712,-2.629,0.819,0.806,-0.248,0.211
12506,-10.501,-2.576,0.766,0.875,-0.304,0.221
12507,-10.281,-2.514,0.728,0.94,-0.341,0.23
12508,-9.993,-2.423,0.666,1.021,-0.362,0.239
12509,-9.778,-2.342,0.613,1.077,-0.359,0.244
12510,-9.515,-2.227,0.522,1.143,-0.328,0.248
12511,-9.328,-2.14,0.45,1.187,-0.288,0.25
12512,-9.155,-2.049,0.378,1.226,-0.236,0.251
12513,-8.969,-1.92,0.287,1.271,-0.152,0.25
12514,-8.854,-1.824,0.22,1.298,-0.08,0.249
12515,-8.763,-1.724,0.153,1.319,-0.004,0.247
12516,-8.686,-1.599,0.072,1.34,0.1,0.245
12517,-8.667,-1.508,0.01,1.35,0.178,0.242
12518,-8.672,-1.417,-0.048,1.353,0.252,0.239
12519,-8.72,-1.298,-0.11,1.349,0.342,0.234
12520,-8.792,-1.221,-0.163,1.34,0.401,0.23
12521,-8.878,-1.149,-0.22,1.325,0.453,0.226
12522,-9.012,-1.068,-0.302,1.296,0.508,0.22
12523,-9.141,-1.01,-0.354,1.268,0.539,0.215
12524,-9.328,-0.948,-0.407,1.222,0.566,0.207
12525,-9.476,-0.905,-0.469,1.182,0.576,0.2
12526,-9.639,-0.881,-0.498,1.136,0.579,0.192
12527,-9.864,-0.862,-0.546,1.068,0.57,0.182
12528,-10.017,-0.852,-0.57,1.013,0.555,0.173
12529,-10.166,-0.848,-0.584,0.956,0.533,0.165
12530,-10.362,-0.848,-0.594,0.876,0.491,0.154
12531,-10.491,-0.857,-0.584,0.815,0.45,0.145
12532,-10.874,-0.934,-0.479,0.536,0.192,0.104
12533,-10.913,-0.986,-0.407,0.483,0.128,0.1
12534,-10.937,-1.063,-0.345,0.434,0.059,0.093
12535,-10.932,-1.14,-0.268,0.375,-0.036,0.076
12536,-10.903,-1.168,-0.23,0.334,-0.107,0.059
12537,-10.855,-1.178,-0.187,0.294,-0.176,0.044
12538,-10.779,-1.173,-0.158,0.24,-0.26,0.027
12539,-10.707,-1.159,-0.139,0.2,-0.316,0.018
12540,-10.63,-1.154,-0.12,0.16,-0.364,0.009
12541,-10.511,-1.144,-0.086,0.103,-0.416,0.001
12542,-10.424,-1.14,-0.057,0.06,-0.445,-0.001
12543,-10.285,-1.154,-0.029,0.001,-0.467,-0.004
12544,-10.18,-1.173,-0.005,-0.042,-0.473,-0.007
12545,-10.08,-1.202,0.034,-0.084,-0.47,-0.012
12546,-9.955,-1.24,0.086,-0.133,-0.454,-0.022
12547,-9.874,-1.279,0.115,-0.165,-0.433,-0.033
12548,-9.773,-1.331,0.158,-0.199,-0.396,-0.052
12549,-9.701,-1.374,0.192,-0.218,-0.362,-0.07
12550,-9.644,-1.413,0.225,-0.232,-0.325,-0.088
12551,-9.582,-1.46,0.268,-0.242,-0.271,-0.114
12552,-9.558,-1.494,0.287,-0.243,-0.228,-0.134
12553,-9.543,-1.537,0.306,-0.24,-0.17,-0.16
12554,-9.538,-1.58,0.311,-0.234,-0.126,-0.176
12555,-9.543,-1.614,0.311,-0.227,-0.083,-0.192
12556,-9.586,-1.652,0.311,-0.216,-0.029,-0.209
12557,-9.62,-1.681,0.316,-0.207,0.007,-0.219
12558,-9.668,-1.705,0.316,-0.197,0.04,-0.225
12559,-9.735,-1.729,0.321,-0.183,0.077,-0.23
12560,-9.783,-1.748,0.321,-0.171,0.098,-0.23
12561,-9.855,-1.757,0.33,-0.154,0.116,-0.225
12562,-9.902,-1.762,0.335,-0.139,0.121,-0.218
12563,-9.931,-1.776,0.35,-0.121,0.118,-0.211
12564,-9.969,-1.796,0.359,-0.095,0.103,-0.197
12565,-9.989,-1.805,0.378,-0.072,0.083,-0.185
12566,-9.998,-1.8,0.383,-0.046,0.058,-0.173
12567,-9.878,-1.81,0.431,0.094,-0.115,-0.123
12568,-9.831,-1.81,0.426,0.126,-0.153,-0.115
12569,-9.759,-1.796,0.421,0.165,-0.201,-0.106
12570,-9.706,-1.791,0.421,0.194,-0.232,-0.102
12571,-9.639,-1.767,0.436,0.229,-0.264,-0.097
12572,-9.572,-1.753,0.431,0.253,-0.281,-0.096
12573,-9.515,-1.733,0.426,0.275,-0.291,-0.097
12574,-9.433,-1.7,0.417,0.3,-0.293,-0.099
12575,-9.376,-1.676,0.417,0.315,-0.287,-0.102
12576,-9.323,-1.657,0.412,0.327,-0.273,-0.106
12577,-9.27,-1.618,0.388,0.339,-0.247,-0.112
12578,-9.232,-1.585,0.383,0.344,-0.22,-0.116
12579,-9.194,-1.551,0.378,0.347,-0.179,-0.123
12580,-9.179,-1.523,0.359,0.346,-0.146,-0.129
12581,-9.175,-1.494,0.354,0.341,-0.11,-0.133
12582,-9.175,-1.451,0.345,0.331,-0.064,-0.139
12583,-9.184,-1.422,0.34,0.321,-0.03,-0.143
12584,-9.203,-1.398,0.34,0.309,0.001,-0.146
12585,-9.232,-1.369,0.345,0.289,0.037,-0.148
12586,-9.256,-1.355,0.345,0.273,0.059,-0.149
12587,-9.29,-1.346,0.345,0.255,0.077,-0.15
12588,-9.337,-1.326,0.34,0.229,0.093,-0.15
12589,-9.376,-1.312,0.35,0.208,0.099,-0.149
12590,-9.433,-1.302,0.354,0.18,0.1,-0.149
12591,-9.462,-1.293,0.369,0.158,0.096,-0.148
12592,-9.491,-1.293,0.369,0.135,0.088,-0.147
12593,-9.524,-1.288,0.364,0.105,0.071,-0.145
12594,-9.534,-1.298,0.388,0.083,0.055,-0.143
12595,-9.543,-1.317,0.397,0.061,0.038,-0.142
12596,-9.534,-1.336,0.412,0.033,0.012,-0.141
12597,-9.519,-1.35,0.426,0.013,-0.007,-0.139
12598,-9.51,-1.369,0.445,-0.005,-0.027,-0.138
12599,-9.486,-1.393,0.45,-0.027,-0.051,-0.136
12600,-9.457,-1.417,0.445,-0.043,-0.067,-0.135
12601,-9.424,-1.446,0.46,-0.061,-0.085,-0.135
12602,-9.39,-1.46,0.474,-0.072,-0.095,-0.134
12603,-9.347,-1.48,0.493,-0.081,-0.102,-0.133
12604,-9.294,-1.494,0.512,-0.092,-0.107,-0.131
12605,-9.256,-1.504,0.512,-0.098,-0.107,-0.129
12606,-9.218,-1.508,0.512,-0.102,-0.104,-0.127
12607,-9.17,-1.518,0.512,-0.104,-0.095,-0.123
12608,-9.136,-1.523,0.512,-0.105,-0.087,-0.12
12609,-9.084,-1.532,0.508,-0.104,-0.073,-0.115
12610,-9.055,-1.528,0.503,-0.101,-0.061,-0.111
12611,-9.031,-1.528,0.503,-0.097,-0.048,-0.107
12612,-8.997,-1.532,0.498,-0.09,-0.031,-0.102
12613,-8.95,-1.484,0.455,-0.063,0.02,-0.081
12614,-8.95,-1.456,0.441,-0.054,0.031,-0.074
12615,-8.95,-1.437,0.421,-0.047,0.036,-0.07
12616,-8.959,-1.413,0.417,-0.039,0.041,-0.063
12617,-8.959,-1.393,0.417,-0.035,0.042,-0.058
12618,-8.964,-1.369,0.412,-0.029,0.039,-0.053
12619,-8.964,-1.346,0.402,-0.024,0.034,-0.047
12620,-8.954,-1.326,0.397,-0.021,0.027,-0.044
